전체날짜,종목명,제목,본문
2022.06.02 13:34,카카오,2년만에 IPO 신규상장공모액합계 최소규모,"예비 상장사들의 기업공개(IPO)가 위축되면서 시장 규모가 신종 코로나바이러스(코로나19) 확산 이전으로 돌아가는 분위기다. 급기야 지난달은 2년 만에 최소 공모금액을 기록했다. 당초 예정됐던 IPO 대어들이 상장을 미루고 있어 분위기 반전도 여의치 않아 보인다.

2일 한국거래소에 따르면 지난 5월 신규상장 종목의 공모액 합계는 775억원으로 집계됐다. 이는 코로나19 확산 초기인 지난 2020년 5월(210억원) 이후 최소 규모다. 신규 상장도 단 3건으로 이 역시 2년 만에 가장 적었다.

올해 공모시장은 점진적 하향세다. 연초 LG에너지솔루션의 상장을 신호탄으로 '도미노 공모 흥행'이 기대됐으나 시장은 몇 개월 째 위축되고 있다.

1월 12조8167억원에 달했던 공모액은 2월(3379억원)들어 급감했고, 3월(1526억원)에는 여기서 반토막이 났다. 4월(881억원)부터는 1000억원에도 이르지 못하고 있다.

업계는 올해 상반기 공모시장이 냉각기에 접어든 첫 번째 원인으로 대어들의 상장 철회를 꼽았다. 올해 들어 총 10개 공모주가 상장을 철회했는데 이중 조(兆) 단위 IPO도 3건이나 됐다.

지난달 SK쉴더스와 원스토어는 코스피 입성을 노렸으나 기관 수요예측 경쟁률이 기대에 못미치며 IPO를 철회했고, 현대엔지니어링도 지난 2월 같은 이유로 상장 시도를 거뒀다.

한 금융투자업계 관계자는 IPO대어들이 연달아 수요예측 과정에서 발목이 잡히고 있는데 대해 ""최근 상장 이후 기업들의 주가 부진이 이어지고 있다""며 ""IPO 과정에서 수익성, 성장성 등을 더욱 보수적으로 분석하는 기조가 강하다""고 설명했다.

실제로 상장 당시 고평가 논란으로 홍역을 치른 종목들은 상장 후 성장세가 기대에 못미치고 있는 것으로 관측된다. 유안타증권에 따르면 2021~2022년 상장한 LG에너지솔루션, 카카오뱅크, 카카오페이, 크래프톤의 올해 영업이익 합계 전망치는 1월 초 3조6000억원에서 4월 2조4000억으로 하향 조정됐다.

조창민 유안타증권 연구원은 ""2021년 이미 전망치를 하회한 상황에서 2022년에 대한 영업익 전망치 하향 조정이 지속된다면 신규 상장될 기업에 대해 투자자들이 느끼는 불확실성은 더욱 확대될 것""이라고 진단했다.

전문가들은 공모시장의 투심 회복을 위해서는 IPO에 나서는 기업들의 합리적인 몸값 설정 등이 동반돼야 한다고 지적한다. 그러나 예비 공모주들이 공모가 책정 등을 위한 노력보다 시장 여건을 고려해 IPO를 미루고만 있어 시장 침체는 한동안 이어질 전망이다.

6월 스팩을 제외하고 총 5종목이 공모를 진행하는데 모두 코스닥 종목으로 코스피 종목은 0건이다. 쏘카, 컬리, 오아시스, 케이뱅크 등이 상장 일정을 연기하며 하반기 공모시장에서도 대어 가뭄이 예정됐다.

이석훈 자본시장연구원 연구위원은 ""적정 공모가는 IPO 기업과 투자자 모두에게 중요하다""면서 ""해외 사례에서와 같이 주관회사가 공모가를 결정하기 전에 개인투자자 청약을 하게 되면 개인투자자의 수요까지 포함해 검토할 수 있어 적정한 공모가 결정에 큰 도움을 줄 것""이라고 말했다.


올해 공모주 수익은 물거품이고
내년에나 가능하겠네요."
2022.06.02 13:36,카카오,좋세력아,"네이버 세력 좋털이라도 잡고 따라가라.
ㅂ ㅈ 가튼 것들이 기들어 처앉아 조졌다.
니기미"
2022.06.02 13:37,카카오,네이버 보합이다~~,"우리도 최소 보합은 가야지?
자~~출발^^*"
2022.06.02 13:49,카카오,네이버가 훨 낳은 이유 2가지,"1 인지도 훨 낳다 울 매형도 네이바 한다


2 기술력이 낳다고 본다 카카오도 조치만 네이바가 훨 낳다


그러니깐


포털은 무족권 네이바


우리는 한가족~~카카오와 네이바는 한 가족!

싸우지 말고~~

네이바로 와서

가치 축배를 들자

가즈아 네이바~

네이바 사랑해요!(__)"
2022.06.02 13:54,카카오,2만원오면 사면디야,ㅋㅋ
2022.06.02 13:55,카카오,1년을 쳐 팼으면 됐지. 카카오는 자회사 상장 더이상 하지마라.,카카오로 장사하는 것들 사용료 다 받아내라. 난 카카오 주주다. 카카오에게 수수료 제대로 내라. 그리고 범수와 대표는 주가 부양에 전력을 다하라.
2022.06.02 13:56,카카오,재무제표도 볼줄 모르는 흑우들 큰일이네,"고점대비 네이버가 덜빠졌어? ㅉㅉ

네이버 per35
카카오 per15

ㅇㅋ?"
2022.06.02 13:58,카카오,네이버,화이팅!
2022.06.02 14:02,카카오,거의 온거같다,내일부터 원웨이 가보자
2022.06.02 14:10,카카오,네이버 빨간불~~,같이 좀 가즈아 최소한 ㅋ
2022.06.02 14:16,카카오,유영두 할아버지 전상서,"영두 할아버지~^^
작년 8월 이후 당신께서 카카오에 대하여 말한것 중 하나라도 맞은게 있나요?.
무책임하고 턱없는 내용으로 수많은 개미들께 고통을 주는 유트브 방송을 계속하는 이유가 무엇인가요?
희망고문으로 개미들 눈에 피눈물 흘리게 하는 유트브 방송은 자제하여 주시면 감사하겠습니다 ."
2022.06.02 14:21,카카오,빨리 빨리 올라가자,종가 도 1시간밖에 안 남았다 빨리 빨리 올라가자 빨리 말아 올려라 올려라 올려
2022.06.02 14:29,카카오,카카오 대표한테 건의하나 한다,"다음포탈 이름을 카카오로 바꿔라
그러면 네이버 안쓰고 카카오 쓸께"
2022.06.02 14:44,카카오,835가 깨지나?,고작 저걸 못넘어서 ㅠㅠ
2022.06.02 14:59,카카오,대형주 적정주가~~~~~~~~~~~,"삼전 5만원..
엘전 8만원
하이닉스 8만원
현대차 12만원
카카오 4만원
삼성sdi 32만원
엘지화학 45만원
엘지엔솔 15~20만원
셀트리온 28만
삼성바이오로직스 45만원
신한지주 6만원
하나금융지주 5만원
KB금융 6만원
한국전력 3만원
KT 3만2천원
Sk텔레콤 3만5천원
엘지이노텍 25만원
삼성전기 16만원
삼성에스디에스 9만~10만원
삼성생명 8만원


내가 이래뵈두,,,,30년차 주식경력입니다~~한번 믿어보세유~~ㅎㅎ"
2022.06.02 15:00,카카오,오늘,"오늘 종가는
83600"
2022.06.02 15:03,카카오,막판에 슈팅 하나 날려버리자,오늘 종가는 85000원이다
2022.06.02 15:07,카카오,저또 모르는 주린이 생키들이,종나게 아는척 하는데 니들이 에널리스트 분석보다 잘 아냐? 니들이 방송해라 답도 없는 생키들 저평가라 하는데도 아니란다 ㅋㅋㅋㅋㅋㅋㅋㅋ 미칭 그러니 개박살나지
2022.06.02 15:18,카카오,카카오 근거리 배송,"물류계의 혁신
카카오앱을 기반으로 시행되기 때문에 국민앱의 장점을 이용해 많은 투자비용이 들지 않고 인프라를 구축할수 있다는 장점이 한국에서 유일하게 카카오만 할수 있는 시스템이다.
물류시스템을 갖추기 위해 들어가는 돈이 엄청나다는것은 쿠팡이 매년 2조원씩 적자가 나는걸 보면 알수 있다.
누구도 쉽게 뛰어들수 없지만 카카오는 이 문제를 해결했다.
국민 모두가 근거리 도보배송을 하게되면 고정월급을 주지않아도 수수료를 받고 국민 모두가 배송기사가 된다.
전국에 카카오 기사들이 100만명이라고 가정해보자
매일 엄청난 수수료가 카카오 매출로 잡히게 될것이다.
이미 인프라는 국민카카오앱으로 깔려있다.
간편하고 쉽게 누구나 할수 있는 카카오 앞으로도 무궁한 발전으로 국내 최고 기업이 되길 바란다"
2022.06.02 15:18,카카오,카카오인수키네마스매각M&A상한가날아가는호재~,"투자정보ㅡ키네미스티ㅡ세계최초 플랫폼 전세계1위 호재공시내용


http://www.pinpointnews.co.kr/news/articleView.html?idxno=115921


%투자정보세계1위세계최초호재공시바닥찍고대세상승/우상향시작ㅢ/

https://www.edaily.co.kr/news/read?newsId=01833526632327280&mediaCodeNo=257&OutLnkChk=Y


&세계최초플랫폼세계1위호재공시내용!"
2022.06.02 15:27,카카오,올라가는 속도가 굼뱅이여. 네이버가 얼마나 가야 따라 갈지. 엠병.,니가 대장질 해야지. 왜 네이버가 대장질 하게 하는지. 반토막 카카오 정신차려라.
2022.06.02 15:45,카카오,개미들의 성지,"왜들 들어오는거야

배당이 있는것도 아니고"
2022.06.02 15:51,카카오,아가리쩌억,벌렸다가 똥이 들어왓네 손절 ㅋ
2022.06.02 16:01,카카오,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,내일 10만원 찍을듯 ㄷㄷㄷ
2022.06.02 16:38,카카오,오늘 매수,"하라는디,,,,,,,,,,,,,,,,,"
2022.06.02 17:56,카카오,카카오는,"카카오톡 말고 모가있음??
. 아 카톡도 전정권에서 밀어줘서 받은거지??.
. 다음???그딴거 밖에 없잖아 ㅋ
네이버 아류 좌카오
. ."
2022.06.02 17:58,카카오,머야 오늘 씹호재있었는데도..,"상한가왜못간거야?

다들익절한거임?

오늘부터 음식배송시작인데

씹호재에도주가는왜이래?"
2022.06.02 19:59,카카오,"결제서비스 네이버,토스페이가 압도","인터넷은행도 토스뱅크의 압도적인 승리
카카오뱅크는 저금통이다 26주 적금이다 뭐 잔바리 많은데
토스는 그냥 무조건 2% 중간에 넣었다 뺏다 자유~
직접 써보면 결제서비스도 네이버페이,토스페이가 훨씬좋은건 다들 아는사실"
2022.06.02 20:14,카카오,목표가,2만원
2022.06.02 20:33,카카오,김범수는 기업 쪼개 휴지조각 장사(계열사 상장)멈추어야,삼성보다 더많은 카카오 계열사 김범수의 전략? 계열사 상장해(휴지조각)전국 개미들한테 빨대꽃아 ㆍ 강성 친문같어
2022.06.02 21:17,카카오,으 개잡주,여전하구나 ....
2022.06.02 22:04,카카오,그 이사분,최저임금 받고있나요?
2022.06.02 22:15,카카오,■■뭐야? 공매도잔고가?,"매일매일 열씨미 (7~20%)공매도 치는데....
공매도 잔고는 오히려 점차점차 줄어들고있잖아? 지난 금요일에는 40만주나
공매도 때렸는데.. 잔고는 오히려
20만주가 줄었잖아... 그 차이 60만주는 어디서 온거야? 크크 뻔한게지잉.
죄우지간 그들은 Short covering 중인가봐아아아~ 쿠헬헬"
2022.06.02 23:10,카카오,내리막길 끝,오름차순이긴하네. 이제 멘탈싸움
2022.06.03 00:28,카카오,오늘 상한가 가려나 ?,ㅋㅋㅋㅋㅋ
2022.06.03 04:45,카카오,갓카오다,그언젠가는 비행을 이미 시작하고 있다 화이팅하자 갓카오 보유지분 3000주 앞으로 추가매수 예정 평단 12만5천
2022.06.03 06:31,카카오,잦,https://youtube.com/shorts/A9orOxGRpho?feature=share
2022.06.03 06:54,카카오,인천 과좌동 엄마는 이계인 응편구 영쉰내 마이쮸쮸,"인천 가자동 세일소피,새일소핑 오너 이부증,이보종님.조선족+연변 출신 진희맛,짖연만 ?아 부사수.켕킁??켁? 틱 증상 심함.매입개수,납품단가,결제대금 조작.핸드폰 도청,해킹.매달 복지관 물품,매년 경품비 결제대금에서 착취.이인조 8년 묵은 돼지등뼈 감자탕 되서정상 아님.딸이힁선 슴가 물컹물컹 주물럭주물럭 거림 소리가 아직도 귀에 맴돔.경리여직원 엉덩이,판촉 여직원 강제 포옹 후 슴가,남직원 내려치고 걷어차고 개갑질,개악덕질 심함.23.5 본인 혓바닥과 이힁천 귓대기 날리세요.응편구 영쉰내 이하이하이하유 바디 버디버디버디 1:3ㅋㅋ"
2022.06.03 07:03,카카오,거바 카카오보단 네이버라고했지~,ㅋㅋ
2022.06.03 07:55,카카오,거바 카카오보단 네이버라고했지~,OOO암?카카오 쭉간다 ㆍ봐라 ㅎ
2022.06.03 08:33,카카오,"올해,지랄을해도","10만가기힘들다ㅋㅋㅋ
단기수익들이나먹으면그만이다ㅋㅋ"
2022.06.03 08:39,카카오,7짜한번 보여주라,진입좀하자
2022.06.03 08:48,카카오,"성탄절이 토요일, 일요일일 경우 월요일을 대체공휴일로 지정해주세요.","성탄절이 토요일, 일요일일 경우 월요일을 대체공휴일로 지정해주세요."
2022.06.03 08:50,카카오,매집완료,오늘 9층까지도전
2022.06.03 08:56,카카오,숏커버링 하느라 정신없겠군,종나 빠졌으니 개급등 나오것다
2022.06.03 09:01,카카오,카카오는 끝났다,ㅍ
2022.06.03 09:01,카카오,형이 알려준다,7~8프로 본다
2022.06.03 09:04,카카오,니네는 어차피 올라도 털리게 돼있다,"그동안 종나 지루혔지?
불장 시작됐다"
2022.06.03 09:06,카카오,카카오 암흑기 끝났냐? 이게 무슨일이래,이제 다시 고점를 향해 가는거니?
2022.06.03 09:07,카카오,95천 가자,잡주 다 매도 해서 카카오 오린
2022.06.03 09:08,카카오,"빅뉴스 없으면, 공매도 때문에 못오른다~","그냥 묻어둬. 5년후에 수십배 되어있을꺼야~
윤석렬이 공매도 손보겠니.
금피아 뒷주머니인데.
검은머리 외국인들의 연금 = 공매도
쯧쯧쯧."
2022.06.03 09:09,카카오,살려주세요 89층입니다,탈출기회좀 주세요
2022.06.03 09:12,카카오,이러다 또 빠지겟지 ㅋㅋㅋ,뻔한 깨깨오
2022.06.03 09:15,카카오,역전의서막,가즈아
2022.06.03 09:15,카카오,네번째 물어봅니다...평단 9만원 1000주 피가 마릅니다...,제발....
2022.06.03 09:16,카카오,떨어지면 추매했더니 어느덧 수익,"떨구면 계속 추매했더니 이제 수익이네 ㅋㅋㅋ

오늘 힘 좋다.

이번달 10층까지 가보자!!"
2022.06.03 09:17,카카오,고점,"이다
쓰레기 카카오 ㅍ"
2022.06.03 09:17,카카오,차량용반도체 유니퀘스트 작년대비 88프로 영업이익 증가,차량용반도체 유니퀘스트 작년대비 88프로 영업이익 증가
2022.06.03 09:18,카카오,빨리 빨리 매수하자,앞으로는 계속 올라간다 빨리 빨리 추가매수하자 빨리 빨리 물타기 하자
2022.06.03 09:18,카카오,카톡와?,카톡
2022.06.03 09:18,카카오,카카오 고고,오늘은 쭉쭉 상한가 가자 느낌이 좋은 날~추가 매수해서 물타기 하자 화이팅!
2022.06.03 09:22,카카오,불기둥 만들자...,"오늘 주봉으로 20일선 위에 빨간 불기둥 못 만들면 최근 며칠동안 상승하려고 한 노력이 물거품이 된다... 외인, 기관들이여 들어와줘..."
2022.06.03 09:24,카카오,네이버고점에서 팔고,카카오2일전에 넘어왔다 신의한수냐?
2022.06.03 09:24,카카오,항상 같은 패턴이다,급락하기위해 오늘 올리는거다 오늘 고점잡고 나가라
2022.06.03 09:25,카카오,살려주세요~ 14층,본전만 하고싶어요~
2022.06.03 09:27,카카오,네이버고점에서 팔고,잘했다. 우쭈쭈쭈!
2022.06.03 09:29,카카오,빨리 빨리 올라가자,쭉쭉쭉 올라가자
2022.06.03 09:29,카카오,오~~3프로,오~~~카카오 오늘 힘 넘치네
2022.06.03 09:29,카카오,오~~~~♡예~~~~♡♡♡,ㅎㅎㅎㅎ
2022.06.03 09:29,카카오,20 일선 확실히 뚫었네.,최소 93000원까지 간다. 붙잡고 있어라
2022.06.03 09:29,카카오,카카오는 끝났다,알았다
2022.06.03 09:31,카카오,하하하하,"삼전 보낼것 처럼 해놓고 진짜는 카카오였어
ㅋㅋ"
2022.06.03 09:31,카카오,외국인 기관 쌍끌이 매수다,빨리 빨리 상한가로 오라 해야지
2022.06.03 09:31,카카오,ㅠ 이제 본전 왔네!!,가자~~~카카오~~야
2022.06.03 09:34,카카오,신용풀매수,잘 먹고 갑니다 신용만 올 익절 모간이 들어오면 왠지 불안 좀만 더 오르면 원금 다 복구되는디 쫄려서 총알좀 챙겨놔야겠음
2022.06.03 09:34,카카오,9.2만원까지 홀딩,좀 더 가져간다. 한주도 매도 없다!
2022.06.03 09:40,카카오,11층인데 언제올까요 ㅋㅋ,제곧내
2022.06.03 09:42,카카오,상봉,정말?
2022.06.03 09:42,카카오,가보자 가보자~~~~~,~ 가 보 자~
2022.06.03 09:42,카카오,감흥의 감도 없다,미친 카카오
2022.06.03 09:42,카카오,지금이 최고가다 팔자,"어차피 오후엔 내려가유~ 한두번 속나
팔 사람은 어서 팔어~
난 안팔지만"
2022.06.03 09:44,카카오,자사주 구입했낭,왠일이랭
2022.06.03 09:45,카카오,Jp,"이넘들 오늘 까까오 떵싸네
ㅋ"
2022.06.03 09:46,카카오,빨리 빨리 물타기 하자,전 재산 몰빵이다 몰빵 상한가 오라이
2022.06.03 09:47,카카오,JP 매수,"다음주 매도

고로 난 다음주 매수"
2022.06.03 09:51,카카오,단탄데 팔까 말까요,"백만원 수익중...
고민이다요"
2022.06.03 09:52,카카오,상 한번가자,ㅋㅋㅋㅋ
2022.06.03 09:52,카카오,오늘 오르는 이유는 개국인때문,"카카오는 3일 오전 9시 44분 기준 전일대비 3600원(4.3%) 오른 8만 7400원에 거래되고 있다. 카카오는 한때 52주 신저가 기록을 쓰며 8만 원대를 하향했다.

카카오 주가를 끌어올리는 건 외국인이다. 외국인은 지난 30일부터 이날까지 나흘새 66만 주를 순매수하고 있다. 카카오는 지난해 6월24일 17만3000원까지 거래됐지만 지난달 19일 8만원까지 떨어지며 주가가 반토막났다. 전날 미국 증시에 기술주가 대폭 반등한 점도 카카오 주가 상승세에 도움이 됐다. 미국 연방준비제도(Fed)의 긴축 속도조절 가능성에 매도세가 몰렸던 미국 기술주에 자금이 몰렸다."
